Commune,UrbanLevel
Karbach,3
Kratzenburg,3
Laudert,3
Leiningen,2
Lingerhahn,3
Maisborn,3
Mermuth,3
Mühlpfad,3
Ney,3
Niederburg,3
Niedert,3
Norath,2
"Oberwesel, Stadt",3
Perscheid,3
Pfalzfeld,3
"Sankt Goar, Stadt",3
Schwall,2
Thörlingen,3
Urbar,3
Utzenhain,3
Wiebelsheim,3
Beulich,3
Morshausen,3
"Lahnstein, Stadt",2
Altendiez,2
Aull,2
Birlenbach,2
Charlottenberg,3
Cramberg,3
"Diez, Stadt",2
Dörnberg,3
Eppenrod,3
Geilnau,3
Gückingen,2
Hambach,3
Heistenbach,2
Hirschberg,3
Holzappel,3
Holzheim,2
Horhausen,3
Isselbach,3
Langenscheid,3
Laurenburg,3
Scheidt,3
Steinsberg,3
Wasenbach,3
Balduinstein,3
Berg,3
Bettendorf,3
Bogel,3
Buch,2
Ehr,3
Endlichhofen,3
Eschbach,3
Gemmerich,3
Himmighofen,3
Holzhausen an der Haide,3
Hunzel,3
Kasdorf,3
Kehlbach,3
Lautert,3
Lipporn,3
Marienfels,3
Miehlen,3
"Nastätten, Stadt",2
Niederbachheim,3
Niederwallmenach,3
Oberbachheim,3
Obertiefenbach,3
Oberwallmenach,3
Oelsberg,2
Hainau,3
Rettershain,3
Ruppertshofen,3
Strüth,3
Weidenbach,3
Welterod,3
Winterwerb,3
Diethardt,3
Auel,3
Bornich,3
Dachsenhausen,3
Dahlheim,3
Dörscheid,3
Filsen,2
Kamp-Bornhofen,2
"Kaub, Stadt",3
Kestert,2
Lierschied,3
Lykershausen,3
Nochern,3
Osterspai,2
Patersberg,3
Prath,3
Reichenberg,3
Reitzenhain,3
"Sankt Goarshausen, Loreleystadt, Stadt",3
Sauerthal,3
Weisel,3
Weyer,3
"Braubach, Stadt",2
Attenhausen,3
"Bad Ems, Stadt",2
Becheln,3
Dausenau,3
Dessighofen,3
Dienethal,3
Dornholzhausen,3
Fachbach,2
Frücht,3
Geisig,3
Hömberg,3
Kemmenau,3
Lollschied,3
Miellen,2
Misselberg,3
"Nassau, Stadt",3
Nievern,3
Obernhof,3
Oberwies,3
Pohl,3
Schweighausen,3
Seelbach,3
Singhofen,3
Sulzbach,3
Weinähr,3
Winden,3
Zimmerschied,3
Arzbach,2
Allendorf,3
Berghausen,3
Berndroth,3
Biebrich,3
Bremberg,3
Burgschwalbach,2
Dörsdorf,3
Ebertshausen,3
Eisighofen,3
Ergeshausen,3
Flacht,2
Gutenacker,3
Hahnstätten,2
Herold,3
Kaltenholzhausen,3
"Katzenelnbogen, Stadt",3
Klingelbach,3
Kördorf,3
Lohrheim,2
Mittelfischbach,3
Mudershausen,3
Netzbach,3
Niederneisen,2
Niedertiefenbach,3
Oberfischbach,3
Oberneisen,2
Reckenroth,3
Rettert,3
Roth,3
Schiesheim,3
Schönborn,3
"Bad Marienberg (Westerwald), Stadt",2
Bölsberg,3
Dreisbach,2
Fehl-Ritzhausen,2
Großseifen,2
Hahn bei Marienberg,2
Hardt,2
Hof,3
Kirburg,3
Langenbach bei Kirburg,3
Lautzenbrücken,3
Mörlen,2
Neunkhausen,3
Nisterau,2
Nistertal,2
Norken,3
Stockhausen-Illfurth,2
Unnau,2
Alpenrod,3
Astert,3
Atzelgift,2
Borod,3
Dreifelden,3
Gehlert,3
Giesenhausen,3
"Hachenburg, Stadt",2
Hattert,3
Heimborn,3
Heuzert,3
Höchstenbach,3
Kroppach,3
Kundert,3
Limbach,3
Linden,3
Lochum,3
Luckenbach,2
Marzhausen,3
Merkelbach,3
Mörsbach,3
Mudenbach,3
Mündersbach,3
Müschenbach,3
Nister,2
Roßbach,3
Steinebach an der Wied,3
Stein-Wingert,3
Streithausen,2
Wahlrod,3
Welkenbach,3
Wied,3
Winkelbach,3
Hilgert,2
Hillscheid,2
"Höhr-Grenzhausen, Stadt",2
Kammerforst,2
Boden,3
Daubach,3
Eitelborn,2
Gackenbach,3
Girod,3
Görgeshausen,3
Großholbach,3
Heilberscheid,3
Heiligenroth,3
Holler,3
Horbach,3
Hübingen,3
Kadenbach,2
"Montabaur, Stadt",2
Nentershausen,3
Neuhäusel,2
Niederelbert,3
Niedererbach,3
Nomborn,3
Oberelbert,3
Ruppach-Goldhausen,3
Simmern,3
Stahlhofen,3
Untershausen,3
Welschneudorf,3
Alsbach,3
Breitenau,3
Caan,2
Deesen,3
Hundsdorf,2
Nauort,2
Oberhaid,3
"Ransbach-Baumbach, Stadt",2
Sessenbach,2
Wirscheid,3
Wittgert,3
Bretthausen,3
Elsoff (Westerwald),3
Hellenhahn-Schellenberg,3
Homberg,3
Hüblingen,3
Irmtraut,2
Liebenscheid,3
Neunkirchen,3
Neustadt/ Westerwald,3
Niederroßbach,3
Nister-Möhrendorf,3
Oberrod,3
Oberroßbach,3
Rehe,3
"Rennerod, Stadt",3
Salzburg,3
Seck,3
Stein-Neukirch,3
Waigandshain,3
Waldmühlen,3
Westernohe,3
Willingen,3
Zehnhausen bei Rennerod,3
Ellenhausen,3
Freilingen,3
Freirachdorf,3
Goddert,3
Hartenfels,3
Herschbach,3
Krümmel,3
Marienrachdorf,3
Maroth,3
Maxsain,3
Nordhofen,3
Quirnbach,3
Rückeroth,3
Schenkelberg,3
"Selters (Westerwald), Stadt",3
Sessenhausen,3
Steinen,3
Vielbach,3
Wölferlingen,3
Ewighausen,3
Weidenhahn,3
Dreikirchen,3
Hundsangen,3
Obererbach,3
Steinefrenz,3
Weroth,3
Arnshöfen,3
Berod bei Wallmerod,3
Bilkheim,3
Ettinghausen,3
Hahn am See,3
Herschbach (Oberwesterwald),3
Kuhnhöfen,3
Meudt,3
Molsberg,3
Niederahr,3
Oberahr,3
Salz,2
Wallmerod,3
Zehnhausen bei Wallmerod,3
Elbingen,3
Mähren,3
Ailertchen,2
Bellingen,3
Berzhahn,2
Brandscheid,3
Enspel,3
Gemünden,3
Girkenroth,2
Guckheim,2
Härtlingen,3
Halbs,2
Hergenroth,2
Höhn,2
Kaden,3
Kölbingen,3
Langenhahn,3
Pottum,2
Rotenhain,3
Rothenbach,3
Stahlhofen am Wiesensee,2
Stockum-Püschen,3
Weltersburg,3
"Westerburg, Stadt",2
Willmenrod,2
Winnen,3
Bannberscheid,2
Dernbach (Westerwald),2
Ebernhahn,2
Helferskirchen,3
Leuterod,2
Mogendorf,2
Moschheim,2
Ötzingen,2
Siershahn,2
Staudt,2
"Wirges, Stadt",2
Niedersayn,3
"Trier, Stadt",1
"Wittlich, Stadt",2
Morbach,3
"Bernkastel-Kues, Stadt",2
Brauneberg,3
Burgen,3
Erden,3
Gornhausen,3
Graach an der Mosel,2
Hochscheid,3
Kesten,3
Kleinich,3
Kommen,3
Lieser,2
Lösnich,3
Longkamp,3
Maring-Noviand,2
Minheim,3
Monzelfeld,3
Mülheim an der Mosel,2
Neumagen-Dhron,3
Piesport,3
Ürzig,3
Veldenz,3
Wintrich,3
Zeltingen-Rachtig,3
Berglicht,3
Burtscheid,3
Deuselbach,3
Dhronecken,3
Etgert,3
Gielert,3
Gräfendhron,3
Hilscheid,3
Horath,3
Immert,3
Lückenburg,3
Malborn,3
Merschbach,3
Neunkirchen,3
Rorodt,3
Schönberg,3
Talling,3
Thalfang,3
Breit,3
Büdlich,3
Heidenburg,3
Altrich,3
Arenrath,3
Bergweiler,3
Bettenfeld,3
Binsfeld,3
Bruch,3
Dierfeld,3
Dierscheid,3
Dodenburg,3
Dreis,3
Eckfeld,3
Eisenschmitt,3
Esch,3
Gipperath,3
Gladbach,3
Greimerath,3
Großlittgen,3
Hasborn,3
Heckenmünster,3
Heidweiler,3
Hetzerath,3
Hupperath,3
Karl,3
Klausen,3
Laufeld,3
"Manderscheid, Stadt",3
Meerfeld,3
Minderlittgen,3
Musweiler,3
Niederöfflingen,3
Niederscheidweiler,3
Oberöfflingen,3
Oberscheidweiler,3
Osann-Monzel,3
Pantenburg,3
Platten,3
Plein,3
Rivenich,3
Salmtal,3
Schladt,3
Schwarzenborn,3
Sehlem,3
Wallscheid,3
Landscheid,3
Niersbach,3
Bausendorf,3
Bengel,3
Burg (Mosel),3
Diefenbach,3
Enkirch,3
Flußbach,3
Hontheim,3
Kinderbeuern,3
Kinheim,3
Kröv,3
Reil,3
Starkenburg,3
"Traben-Trarbach, Stadt",3
Willwerscheid,3
Lötzbeuren,3
Irmenach,3
"Bitburg, Stadt",2
Arzfeld,3
Dackscheid,3
Dahnen,3
Daleiden,3
Dasburg,3
Eilscheid,3
Eschfeld,3
Euscheid,3
Großkampenberg,3
Hargarten,3
Harspelt,3
Herzfeld,3
Irrhausen,3
Jucken,3
Kesfeld,3
Kickeshausen,3
Kinzenburg,3
Krautscheid,3
Lambertsberg,3
Lascheid,3
Lauperath,3
Leidenborn,3
Lichtenborn,3
Lierfeld,3
Lünebach,3
Lützkampen,3
Manderscheid,3
Mauel,3
Merlscheid,3
Niederpierscheid,3
Oberpierscheid,3
Olmscheid,3
Pintesfeld,3
Plütscheid,3
Preischeid,3
Reiff,3
Reipeldingen,3
Roscheid,3
Sengerich,3
Sevenig (Our),3
Strickscheid,3
Waxweiler,3
Üttfeld,3
Affler,3
Alsdorf,3
Altscheid,3
Ammeldingen an der Our,3
Ammeldingen bei Neuerburg,3
Bauler,3
Berkoth,3
Berscheid,3
Biesdorf,3
Bollendorf,3
Burg,3
Dauwelshausen,3
Echternacherbrück,2
Emmelbaum,3
Ernzen,3
Ferschweiler,3
Fischbach-Oberraden,3
Geichlingen,3
Gemünd,3
Gentingen,3
Heilbach,3
Herbstmühle,3
Holsthum,3
Hommerdingen,3
Hütten,3
Hüttingen bei Lahr,3
Irrel,3
Karlshausen,3
Kaschenbach,3
Keppeshausen,3
Körperich,3
Koxhausen,3
Kruchten,3
Lahr,3
Leimbach,3
Menningen,3
Mettendorf,3
Minden,3
Muxerath,3
Nasingen,3
"Neuerburg, Stadt",3
Niederraden,3
Niederweis,3
Niehl,3
Nusbaum,3
Utscheid,3
Peffingen,3
Plascheid,3
Prümzurlay,3
Rodershausen,3
Roth an der Our,3
Schankweiler,3
Scheitenkorb,3
Scheuern,3
Sevenig bei Neuerburg,3
Sinspelt,3
Übereisenbach,3
Uppershausen,3
Waldhof-Falkenstein,3
Wallendorf,3
Weidingen,3
Zweifelscheid,3
Eisenach,3
Gilzem,3
Obergeckler,3
Auw bei Prüm,3
Bleialf,3
Brandscheid,3
Buchet,3
Büdesheim,3
Dingdorf,3
Feuerscheid,3
Fleringen,3
Giesdorf,3
Weinsheim,3
Gondenbrett,3
Großlangenfeld,3
Habscheid,3
Heckhuscheid,3
Heisdorf,3
Kleinlangenfeld,3
Lasel,3
Masthorn,3
Matzerath,3
Mützenich,3
Neuendorf,3
Niederlauch,3
Nimshuscheid,3
Nimsreuland,3
Oberlascheid,3
Oberlauch,3
Olzheim,3
Orlenbach,3
Pittenbach,3
Pronsfeld,3
"Prüm, Stadt",3
Rommersheim,3
Roth bei Prüm,3
Schönecken,3
Schwirzheim,3
Seiwerath,3
Sellerich,3
Wallersheim,3
Watzerath,3
Wawern,3
Winringen,3
Winterscheid,3
Winterspelt,3
Hersdorf,3
Auw an der Kyll,3
Beilingen,3
Herforst,3
Hosten,3
Philippsheim,3
Preist,3
"Speicher, Stadt",3
Orenhofen,3
Spangdahlem,3
Badem,3
Baustert,3
Bettingen,3
Bickendorf,3
Biersdorf am See,3
Birtlingen,3
Brecht,3
Dahlem,3
Dockendorf,3
Dudeldorf,3
Echtershausen,3
Ehlenz,3
Enzen,3
Eßlingen,3
Etteldorf,3
Feilsdorf,3
Fließem,3
Gindorf,3
Gondorf,3
Halsdorf,3
Hamm,3
Heilenbach,3
Hütterscheid,3
Hüttingen an der Kyll,3
Idenheim,3
Idesheim,3
Ingendorf,3
"Kyllburg, Stadt",3
Kyllburgweiler,3
Ließem,3
Malberg,3
Malbergweich,3
Meckel,3
Messerich,3
Metterich,3
Mülbach,3
Nattenheim,3
Neidenbach,3
Niederstedem,3
Niederweiler,3
Oberstedem,3
Oberweiler,3
Oberweis,3
Olsdorf,3
Orsfeld,3
Pickließem,3
Rittersdorf,3
Röhl,3
Sankt Thomas,3
Scharfbillig,3
Schleid,3
Seffern,3
Sefferweich,3
Stockem,3
Sülm,3
Trimport,3
Usch,3
Wettlingen,3
Wiersdorf,3
Wilsecker,3
Wolsfeld,3
Balesfeld,3
Burbach,3
Gransdorf,3
Neuheilenbach,3
Oberkail,3
Seinsfeld,3
Steinborn,3
Zendscheid,3
Wißmannsdorf,3
Brimingen,3
Betteldorf,3
Bleckhausen,3
Brockscheid,3
Darscheid,3
Demerath,3
Deudesfeld,3
Dockweiler,3
Dreis-Brück,3
Ellscheid,3
Gefell,3
Gillenfeld,3
Hinterweiler,3
Hörscheid,3
Immerath,3
Kirchweiler,3
Kradenbach,3
Mehren,3
Meisburg,3
Mückeln,3
Nerdlen,3
Niederstadtfeld,3
Oberstadtfeld,3
Sarmersbach,3
Saxler,3
Schalkenmehren,3
Schönbach,3
Schutz,3
Steineberg,3
Steiningen,3
Strohn,3
Strotzbüsch,3
Udler,3
Üdersdorf,3
Utzerath,3
Wallenborn,3
Weidenbach,3
Winkel (Eifel),3
"Daun, Stadt",2
Beinhausen,3
Boxberg,3
Hörschhausen,3
Katzwinkel,3
Neichen,3
Arbach,3
Bereborn,3
Berenbach,3
Bodenbach,3
Bongard,3
Borler,3
Brücktal,3
Drees,3
Gelenberg,3
Gunderath,3
Höchstberg,3
Horperath,3
Kaperich,3
Kelberg,3
Kirsbach,3
Kötterichen,3
Kolverath,3
Lirstal,3
Mannebach,3
Mosbruch,3
Nitz,3
Oberelz,3
Reimerath,3
Retterath,3
Sassen,3
Uersfeld,3
Ueß,3
Welcherath,3
Basberg,3
Berlingen,3
Berndorf,3
Birgel,3
Dohm-Lammersdorf,3
Esch,3
Feusdorf,3
"Gerolstein, Stadt",2
Gönnersdorf,3
"Hillesheim, Stadt",3
Hohenfels-Essingen,3
Jünkerath,3
Kalenborn-Scheuern,3
Kerpen (Eifel),3
Lissendorf,3
Neroth,3
Oberbettingen,3
Oberehe-Stroheich,3
Pelm,3
Rockeskyll,3
Salm,3
Üxheim,3
Walsdorf,3
Wiesbaum,3
Birresborn,3
Densborn,3
Duppach,3
Hallschlag,3
Kerschenbach,3
Kopp,3
Mürlenbach,3
Nohn,3
Ormont,3
Reuth,3
Scheid,3
Schüller,3
Stadtkyll,3
Steffeln,3
Bescheid,3
Beuren (Hochwald),3
Damflos,3
Geisfeld,3
Grimburg,3
Gusenburg,3
"Hermeskeil, Stadt",3
Hinzert-Pölert,3
Naurath (Wald),3
Neuhütten,3
Rascheid,3
Reinsfeld,3
Züsch,3
Kanzem,2
"Konz, Stadt",2
Nittel,2
Oberbillig,3
Onsdorf,3
Pellingen,3
Tawern,3
Temmels,2
Wasserliesch,2
Wawern,3
Wellen,2
Wiltingen,3
Bonerath,3
Farschweiler,3
Gusterath,3
Gutweiler,2
Herl,3
Hinzenburg,3
Holzerath,3
Kasel,2
Korlingen,2
Lorscheid,3
Mertesdorf,2
Morscheid,2
Ollmuth,3
Osburg,3
Pluwig,3
Riveris,3
Schöndorf,3
Sommerau,3
Thomm,3
Waldrach,2
Bekond,3
Detzem,3
Ensch,3
Fell,3
Föhren,3
Kenn,2
Klüsserath,3
Köwerich,3
Leiwen,3
Longen,3
Longuich,2
Mehring,3
Naurath (Eifel),3
Pölich,3
Riol,3
Schleich,3
"Schweich, Stadt",2
Thörnich,3
Trittenheim,3
Aach,3
Franzenheim,3
Hockweiler,3
Igel,2
Kordel,3
Langsur,2
Newel,3
Ralingen,3
Trierweiler,3
Zemmer,3
Welschbillig,3
Ayl,2
Baldringen,3
Fisch,3
Freudenburg,3
Greimerath,3
Heddert,3
Hentern,3
Irsch,3
Kastel-Staadt,3
Kell am See,3
Kirf,3
Lampaden,3
Mandern,3
Mannebach,3
Ockfen,2
Palzem,3
Paschel,3
"Saarburg, Stadt",2
Schillingen,3
Schoden,2
Schömerich,3
Serrig,3
Taben-Rodt,3
Trassem,3
Vierherrenborn,3
Waldweiler,3
Wincheringen,3
Zerf,3
Merzkirchen,3
"Frankenthal (Pfalz), Stadt",1
"Kaiserslautern, Stadt",1
"Landau in der Pfalz, Stadt",2
"Ludwigshafen am Rhein, Stadt",1
"Mainz, Stadt",1
"Neustadt an der Weinstraße, Stadt",2
"Pirmasens, Stadt",2
"Speyer, Stadt",2
"Worms, Stadt",2
"Zweibrücken, Stadt",2
"Alzey, Stadt",2
Albig,3
Bechenheim,3
Bechtolsheim,2
Bermersheim vor der Höhe,3
Biebelnheim,2
Bornheim,3
Dintesheim,3
Eppelsheim,2
Erbes-Büdesheim,3
Esselborn,3
Flomborn,2
Flonheim,3
Framersheim,3
Freimersheim,3
Gau-Heppenheim,3
Gau-Odernheim,2
Kettenheim,3
Lonsheim,3
Mauchenheim,3
Nack,3
Nieder-Wiesen,3
Ober-Flörsheim,2
Offenheim,3
Wahlheim,3
Alsheim,3
Eich,2
Gimbsheim,2
Hamm am Rhein,2
Mettenheim,3
Flörsheim-Dalsheim,3
Hohen-Sülzen,3
Mölsheim,3
Mörstadt,2
Monsheim,3
Offstein,3
Wachenheim,3
Eckelsheim,2
Gau-Bickelheim,3
Gumbsheim,2
Siefersheim,2
Stein-Bockenheim,3
Wendelsheim,3
Wöllstein,2
Wonsheim,2
Armsheim,3
Ensheim,3
Gabsheim,3
Gau-Weinheim,3
Partenheim,3
Saulheim,2
Schornsheim,3
Spiesheim,3
Sulzheim,2
Udenheim,2
Vendersheim,3
Wallertheim,3
"Wörrstadt, Stadt",2
Bechtheim,3
Bermersheim,2
Hochborn,3
Dittelsheim-Heßloch,3
Frettenheim,3
Gundersheim,2
Gundheim,2
Hangen-Weisheim,2
Monzernheim,3
"Osthofen, Stadt",2
Westhofen,3
"Bad Dürkheim, Stadt",2
"Grünstadt, Stadt",2
Haßloch,2
"Deidesheim, Stadt",2
Forst an der Weinstraße,2
Meckenheim,2
Niederkirchen bei Deidesheim,2
Ruppertsberg,2
Bobenheim am Berg,2
Dackenheim,2
Erpolzheim,2
"Freinsheim, Stadt",2
Herxheim am Berg,2
Kallstadt,2
Weisenheim am Berg,2
Weisenheim am Sand,3
Elmstein,3
Esthal,3
Frankeneck,2
"Lambrecht (Pfalz), Stadt",2
Lindenberg,2
Neidenfels,3
Weidenthal,3
Ellerstadt,2
Friedelsheim,2
Gönnheim,2
"Wachenheim an der Weinstraße, Stadt",2
Altleiningen,2
Battenberg (Pfalz),2
Bissersheim,2
Bockenheim an der Weinstraße,2
Carlsberg,2
Dirmstein,2
Ebertsheim,3
Gerolsheim,2
Großkarlbach,2
Hettenleidelheim,2
Kindenheim,2
Kirchheim an der Weinstraße,2
Kleinkarlbach,2
Laumersheim,2
Mertesheim,3
Neuleiningen,2
Obersülzen,2
Obrigheim (Pfalz),2
Quirnheim,3
Tiefenthal,3
Wattenheim,2
"Eisenberg (Pfalz), Stadt",2
Kerzenheim,2
Ramsen,3
Albisheim (Pfrimm),3
Biedesheim,3
Bubenheim,3
Dreisen,3
Einselthum,3
Göllheim,2
Immesheim,3
Lautersheim,3
Ottersheim,3
Rüssingen,3
Standenbühl,3
Weitersweiler,3
Zellertal,3
Bennhausen,3
Bischheim,2
Bolanden,3
Dannenfels,3
Gauersheim,3
Ilbesheim,3
Jakobsweiler,3
"Kirchheimbolanden, Stadt",2
Kriegsfeld,3
Marnheim,3
Mörsfeld,3
Morschheim,3
Oberwiesen,3
Orbis,3
Rittersheim,3
Stetten,3
Börrstadt,3
Breunigweiler,3
Falkenstein,3
Gonbach,3
Höringen,3
Imsbach,3
Lohnsfeld,3
Münchweiler an der Alsenz,3
Schweisweiler,3
Sippersfeld,3
Steinbach am Donnersberg,3
Wartenberg-Rohrbach,3
Winnweiler,3
Alsenz,3
Bayerfeld-Steckweiler,3
Bisterschied,3
Dielkirchen,3
Dörrmoschel,3
Finkenbach-Gersweiler,3
Gaugrehweiler,3
Gehrweiler,3
Gerbach,3
Gundersweiler,3
Imsweiler,3
Kalkofen,3
Katzenbach,3
Mannweiler-Cölln,3
Münsterappel,3
Niederhausen an der Appel,3
Niedermoschel,3
Oberhausen an der Appel,3
"Obermoschel, Stadt",3
Oberndorf,3
Ransweiler,3
Ruppertsecken,3
Sankt Alban,3
Schiersfeld,3
Schönborn,3
Sitters,3
Stahlberg,3
Teschenmoschel,3
Unkenbach,3
Waldgrehweiler,3
Winterborn,3
Würzweiler,3
Rathskirchen,3
Reichsthal,3
Seelen,3
"Rockenhausen, Stadt",3
"Germersheim, Stadt",2
"Wörth am Rhein, Stadt",2
Bellheim,2
Knittelsheim,3
Ottersheim bei Landau,3
Zeiskam,2
Berg (Pfalz),3
"Hagenbach, Stadt",2
Neuburg am Rhein,3
Scheibenhardt,3
Hatzenbühl,2
Jockgrim,2
Neupotz,3
Rheinzabern,2
Erlenbach bei Kandel,3
Freckenfeld,3
"Kandel, Stadt",2
Minfeld,3
Steinweiler,3
Vollmersweiler,3
Winden,3
Freisbach,3
Lingenfeld,2
Lustadt,2
Schwegenheim,3
Weingarten (Pfalz),2
Westheim (Pfalz),2
Hördt,2
Kuhardt,2
Leimersheim,3
Rülzheim,2
Bruchmühlbach-Miesau,2
Gerhardsbrunn,3
Lambsborn,2
Langwieden,3
Martinshöhe,3
Enkenbach-Alsenborn,2
Fischbach,3
Frankenstein,3
Hochspeyer,3
Mehlingen,3
Neuhemsbach,3
Waldleiningen,3
Sembach,3
Hütschenhausen,3
Kottweiler-Schwanden,2
Niedermohr,3
"Ramstein-Miesenbach, Stadt",2
Steinwenden,2
Erzenhausen,3
Eulenbis,3
Kollweiler,3
Mackenbach,2
Rodenbach,2
Schwedelbach,3
Weilerbach,2
Reichenbach-Steegen,3
Frankelbach,3
Heiligenmoschel,3
Hirschhorn/ Pfalz,2
Katzweiler,2
Mehlbach,2
Niederkirchen,3
Olsbrücken,3
Otterbach,2
"Otterberg, Stadt",2
Schallodenbach,3
Schneckenhausen,3
Sulzbachtal,3
Bann,3
Hauptstuhl,3
Kindsbach,3
Krickenbach,3
"Landstuhl, Sickingenstadt, Stadt",2
Linden,3
Mittelbrunn,3
Oberarnbach,3
Queidersbach,3
Stelzenberg,3
Trippstadt,3
Schopp,3
Adenbach,3
Aschbach,3
Buborn,3
Cronenberg,3
Deimberg,3
Einöllen,3
Eßweiler,3
Ginsweiler,3
Glanbrücken,3
Grumbach,3
Hausweiler,3
Hefersweiler,3
Heinzenhausen,3
Herren-Sulzbach,3
Hinzweiler,3
Hohenöllen,3
Homberg,3
Hoppstädten,3
Jettenbach,3
Kappeln,3
Kirrweiler,3
Kreimbach-Kaulbach,3
Langweiler,3
"Lauterecken, Stadt",3
Lohnweiler,3
Medard,3
Merzweiler,3
Nerzweiler,3
Nußbach,3
Oberweiler im Tal,3
Oberweiler-Tiefenbach,3
Odenbach,3
Offenbach-Hundheim,3
Reipoltskirchen,3
Relsberg,3
Rothselberg,3
Rutsweiler an der Lauter,3
Sankt Julian,3
Unterjeckenbach,3
Wiesweiler,3
"Wolfstein, Stadt",3
Altenkirchen,3
Börsborn,3
Breitenbach,3
Brücken (Pfalz),3
Dittweiler,3
Dunzweiler,3
Frohnhofen,3
Glan-Münchweiler,3
Gries,2
Henschtal,3
Herschweiler-Pettersheim,3
Hüffler,3
Krottelbach,3
Langenbach,3
Nanzdietschweiler,3
Ohmbach,3
Rehweiler,3
Schönenberg-Kübelberg,2
Steinbach am Glan,3
Wahnwegen,3
"Waldmohr, Stadt",2
Matzenbach,3
Quirnbach/ Pfalz,3
Albessen,3
Altenglan,2
Blaubach,2
Bosenbach,3
Dennweiler-Frohnbach,3
Ehweiler,3
Elzweiler,3
Erdesbach,3
Etschberg,3
Föckelberg,3
Haschbach am Remigiusberg,3
Herchweiler,3
Horschbach,3
Körborn,3
Konken,3
"Kusel, Stadt",2
Neunkirchen am Potzberg,3
Niederalben,3
Niederstaufenbach,3
Oberalben,3
Oberstaufenbach,3
Pfeffelbach,3
Rammelsbach,2
Rathsweiler,3
Reichweiler,3
Ruthweiler,2
Rutsweiler am Glan,3
Schellweiler,3
Selchenbach,3
Thallichtenberg,2
Theisbergstegen,3
Ulmet,3
Welchweiler,3
Bedesbach,3
Albersweiler,2
Dernbach,3
Eußerthal,3
Gossersweiler-Stein,3
Münchweiler am Klingbach,3
Ramberg,3
Rinnthal,3
Silz,3
Völkersweiler,3
Waldhambach,3
Waldrohrbach,3
Wernersberg,2
"Annweiler am Trifels, Stadt",2
"Bad Bergzabern, Stadt",2
Barbelroth,3
Birkenhördt,3
Böllenborn,3
Dierbach,3
Dörrenbach,3
Gleiszellen-Gleishorbach,2
Hergersweiler,3
Kapellen-Drusweiler,3
Kapsweyer,3
Klingenmünster,2
Niederhorbach,3
Niederotterbach,3
Oberhausen,3
Oberotterbach,3
Oberschlettenbach,3
Pleisweiler-Oberhofen,2
Schweigen-Rechtenbach,2
Schweighofen,3
Steinfeld,3
Vorderweidenthal,3
Altdorf,3
Böbingen,3
Burrweiler,3
"Edenkoben, Stadt",2
Edesheim,2
Flemlingen,2
Freimersheim (Pfalz),3
Gleisweiler,3
Gommersheim,3
Großfischlingen,3
Hainfeld,2
Kleinfischlingen,3
Rhodt unter Rietburg,2
Roschbach,2
Venningen,3
Weyher in der Pfalz,2
Herxheim bei Landau/ Pfalz,2
Herxheimweyher,3
Insheim,3
Rohrbach,3
Billigheim-Ingenheim,3
Birkweiler,2
Böchingen,2
Eschbach,3
Frankweiler,3
Göcklingen,3
Heuchelheim-Klingen,3
Ilbesheim bei Landau in der Pfalz,2
Impflingen,3
Knöringen,2
Leinsweiler,3
Ranschbach,2
Siebeldingen,2
Walsheim,2
Kirrweiler (Pfalz),2
Maikammer,2
Sankt Martin,2
Bornheim,2
Essingen,3
Hochstadt (Pfalz),3
Offenbach an der Queich,2
Bobenheim-Roxheim,2
Böhl-Iggelheim,2
Limburgerhof,2
Mutterstadt,2
"Schifferstadt, Stadt",2
Dannstadt-Schauernheim,2
Hochdorf-Assenheim,2
Rödersheim-Gronau,2
Birkenheide,2
Fußgönheim,2
Maxdorf,2
Beindersheim,2
Großniedesheim,2
Heßheim,2
Heuchelheim bei Frankenthal,2
Kleinniedesheim,2
Lambsheim,2
Dudenhofen,2
Hanhofen,3
Harthausen,3
Römerberg,2
Altrip,2
Neuhofen,2
Otterstadt,2
Waldsee,2
"Bingen am Rhein, Stadt",2
Budenheim,2
"Ingelheim am Rhein, Stadt",2
"Bacharach, Stadt",3
Breitscheid,3
Manubach,3
Münster-Sarmsheim,2
Niederheimbach,3
Oberdiebach,3
Oberheimbach,3
Trechtingshausen,3
Waldalgesheim,3
Weiler bei Bingen,2
Bodenheim,2
Gau-Bischofsheim,2
Harxheim,2
Lörzweiler,2
Nackenheim,2
Appenheim,3
Bubenheim,3
Engelstadt,3
"Gau-Algesheim, Stadt",2
Nieder-Hilbersheim,3
Ober-Hilbersheim,3
Ockenheim,3
Schwabenheim an der Selz,3
Essenheim,2
Jugenheim in Rheinhessen,3
Klein-Winternheim,2
"Nieder-Olm, Stadt",2
Ober-Olm,2
Sörgenloch,2
Stadecken-Elsheim,2
Zornheim,2
Dalheim,3
Dexheim,3
Dienheim,2
Dolgesheim,3
Eimsheim,3
Friesenheim,3
Guntersblum,2
Hahnheim,2
Hillesheim,3
Köngernheim,3
Ludwigshöhe,3
Mommenheim,2
"Nierstein, Stadt",2
"Oppenheim, Stadt",2
Selzen,2
Uelversheim,3
Undenheim,3
Weinolsheim,3
Wintersheim,3
Dorn-Dürkheim,3
Aspisheim,3
Badenheim,3
Gensingen,2
Grolsheim,2
Horrweiler,3
Sankt Johann,3
Sprendlingen,2
Welgesheim,2
